"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7225","Login with valid credentials","chromium","2026-05-06","passed","2026-05-06","","Login.spec.js","",""
